Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
Toyota,Camry,2007,1600,76.8,Petrol,Manual,First,216049,3124.77
Hyundai,Elantra,2015,1200,67.8,Petrol,Automatic,First,135351,5594.33
Audi,A3,2015,2200,126.1,Hybrid,Automatic,Second,79273,22464.45
Nissan,Murano,2013,800,60.0,Petrol,Manual,First,149748,4422.97
Nissan,Altima,2017,1500,69.3,Petrol,Automatic,First,76315,9167.45
Ford,F-150,2018,1200,60.0,Diesel,Automatic,First,79701,14198.22
Ford,Escape,2013,1700,97.8,Hybrid,Automatic,Second,137972,7556.52
Toyota,Prius,2021,1500,78.4,Hybrid,Automatic,Third,20835,14774.71
Ford,Explorer,2022,1600,93.5,Diesel,Manual,Second,27740,21594.03
Toyota,Prius,2022,1300,83.2,Electric,Automatic,Third,18862,16918.89
Ford,Mustang,2022,1800,99.3,Diesel,Automatic,Third,29310,17080.08
BMW,X5,2014,3100,179.2,Diesel,Automatic,Second,95730,22488.36
Chevrolet,Equinox,2021,1700,96.0,Petrol,Manual,First,47106,17042.13
Honda,Pilot,2009,800,60.0,Petrol,Automatic,First,226384,3185.3
Ford,Focus,2005,1300,60.2,Petrol,Automatic,First,303164,3663.59
Hyundai,Santa Fe,2016,800,60.0,Petrol,Automatic,First,91822,6800.9
Ford,Explorer,2006,1400,78.4,Petrol,Automatic,Second,216971,3478.45
Honda,Civic,2022,1400,72.5,Petrol,Automatic,Second,14369,16740.35
BMW,5 Series,2022,2000,121.8,Diesel,Manual,Second,16585,54817.92
Toyota,Highlander,2005,1100,76.6,Diesel,Automatic,First,223820,3521.09
Ford,F-150,2014,1700,95.2,Diesel,Automatic,First,144694,8208.13
Toyota,Camry,2014,900,60.0,Electric,Automatic,Second,114007,7056.77
Audi,A6,2017,2000,119.0,Petrol,Manual,First,91978,23338.95
Honda,Accord,2014,1500,80.5,Hybrid,Manual,First,64984,6678.3
Honda,HR-V,2015,1200,67.8,Petrol,Manual,Second,98566,5723.39
Ford,Mustang,2020,1000,60.0,Diesel,Manual,First,55522,17298.99
Hyundai,Sonata,2019,800,60.0,Diesel,Automatic,First,58542,9909.49
Honda,Pilot,2008,1300,80.8,Electric,Automatic,First,210836,3719.23
Toyota,Prius,2011,1100,60.0,Hybrid,Automatic,First,183093,5577.42
Toyota,RAV4,2010,1400,80.6,Electric,Manual,First,99825,5809.26
Chevrolet,Malibu,2014,1500,76.7,Diesel,Manual,Second,85458,6585.74
Toyota,Camry,2019,1000,60.0,Diesel,Manual,First,54130,12515.45
Honda,Accord,2008,1200,60.0,Diesel,Manual,First,93600,3968.21
Kia,Sorento,2014,1000,60.0,Petrol,Automatic,First,88285,4927.81
Mercedes,GLE,2012,2400,137.3,Electric,Automatic,First,110187,28730.23
Ford,F-150,2014,800,60.0,Petrol,Automatic,First,129428,7711.84
Hyundai,Santa Fe,2006,800,60.0,Diesel,Manual,Second,194523,1981.49
Toyota,RAV4,2019,1500,83.2,Petrol,Automatic,Third,58727,10175.8
Mercedes,E-Class,2011,2800,160.1,Diesel,Automatic,Second,185341,15195.87
Chevrolet,Traverse,2020,800,60.0,Petrol,Manual,Third,54549,11258.5
Nissan,Altima,2009,1300,92.8,Hybrid,Manual,First,187750,3172.98
Hyundai,Kona,2018,1300,85.5,Petrol,Automatic,First,72403,9059.47
Toyota,Corolla,2018,1500,88.6,Petrol,Manual,First,79025,10518.66
Ford,Escape,2021,1600,104.6,Petrol,Manual,First,30600,20367.35
Toyota,Prius,2008,900,60.0,Petrol,Manual,First,201422,3129.48
Kia,Soul,2017,800,60.0,Diesel,Manual,First,64865,7204.76
Toyota,RAV4,2013,1600,97.0,Petrol,Manual,First,79490,6343.0
Hyundai,Sonata,2006,1100,68.4,Diesel,Automatic,First,81667,3408.45
Chevrolet,Silverado,2020,1600,70.6,Petrol,Automatic,Second,54345,13370.76
BMW,5 Series,2014,2000,97.8,Hybrid,Automatic,First,123802,22939.4
Honda,CR-V,2008,1600,105.9,Petrol,Manual,Second,97411,3739.08
Hyundai,Sonata,2005,800,60.0,Petrol,Automatic,First,107014,3127.97
Honda,Accord,2007,1300,68.1,Petrol,Manual,First,197126,2990.64
Audi,Q7,2005,2200,126.0,Hybrid,Manual,First,210034,9502.71
Ford,Explorer,2009,1200,69.2,Petrol,Automatic,First,242408,3837.58
Honda,Accord,2020,800,60.0,Diesel,Automatic,First,47296,14373.09
Honda,CR-V,2018,1600,89.8,Petrol,Manual,Second,62655,8854.51
BMW,X3,2022,1900,90.5,Diesel,Manual,First,25460,56054.68
Ford,Explorer,2008,1400,70.0,Petrol,Automatic,Second,247782,2699.13
Ford,Escape,2006,1300,63.3,Petrol,Automatic,First,350000,3634.04
Chevrolet,Traverse,2008,1000,69.4,Diesel,Manual,Second,179434,3280.46
Toyota,RAV4,2010,1400,60.3,Hybrid,Manual,First,147962,4462.83
Honda,CR-V,2020,900,60.0,Diesel,Manual,Second,51863,11839.78
Nissan,Murano,2017,1500,87.9,Petrol,Automatic,First,55576,9502.07
Toyota,Prius,2013,1300,66.6,Petrol,Automatic,Second,102360,5673.98
Toyota,RAV4,2014,1400,90.9,Petrol,Automatic,First,124022,6902.77
Toyota,Highlander,2022,900,69.4,Diesel,Automatic,First,17619,20831.4
Hyundai,Kona,2013,1000,68.7,Hybrid,Manual,Second,101453,4246.49
Mercedes,A-Class,2008,3000,173.8,Petrol,Automatic,Second,191316,12601.3
Nissan,Altima,2020,800,60.0,Diesel,Manual,First,53297,11690.74
Ford,Focus,2006,800,60.0,Diesel,Automatic,First,308303,3736.4
Mercedes,E-Class,2011,2600,161.1,Diesel,Automatic,First,182100,17452.93
BMW,X5,2006,1900,106.9,Petrol,Automatic,Second,271268,8693.91
Chevrolet,Traverse,2008,1400,75.1,Petrol,Automatic,Third,111896,3279.92
BMW,3 Series,2019,2500,144.6,Diesel,Automatic,First,45018,48017.44
Chevrolet,Traverse,2008,900,60.0,Hybrid,Manual,First,260607,3515.31
Kia,Optima,2017,800,60.0,Petrol,Automatic,First,112575,6898.72
Chevrolet,Silverado,2019,1300,60.0,Petrol,Automatic,First,77572,12743.48
Audi,A3,2007,1700,78.4,Diesel,Automatic,First,201271,10318.6
BMW,X5,2011,1900,93.0,Petrol,Manual,Third,76752,11623.33
Audi,A3,2017,2500,117.3,Hybrid,Automatic,Third,70235,23473.65
Audi,A6,2015,2400,146.0,Electric,Manual,Second,70535,23578.03
Toyota,Prius,2016,1100,76.8,Diesel,Automatic,First,91651,9524.24
Hyundai,Santa Fe,2019,1000,79.1,Petrol,Manual,Third,61443,6772.44
Toyota,Camry,2022,1600,62.9,Petrol,Manual,Second,28491,14312.36
Mercedes,C-Class,2006,2200,123.7,Diesel,Manual,First,246772,12294.9
Ford,Escape,2014,1200,64.2,Hybrid,Manual,First,100138,9154.43
Mercedes,A-Class,2013,2400,147.5,Diesel,Manual,First,158316,22153.9
Nissan,Pathfinder,2013,1100,64.7,Hybrid,Automatic,First,116477,5765.16
Nissan,Murano,2014,1100,82.1,Petrol,Manual,Second,84681,5211.91
Hyundai,Kona,2021,1600,75.0,Petrol,Automatic,Third,36111,9628.67
Honda,Civic,2020,800,70.6,Petrol,Automatic,Second,25325,13140.03
Toyota,RAV4,2021,1500,89.2,Diesel,Manual,First,44378,17580.33
Toyota,RAV4,2013,1200,72.6,Hybrid,Automatic,Second,127568,6534.06
Hyundai,Kona,2012,1000,60.0,Petrol,Automatic,Second,74318,3617.59
BMW,X5,2020,2300,124.2,Petrol,Automatic,First,38042,47958.12
Chevrolet,Silverado,2009,1200,60.0,Petrol,Automatic,First,178479,3847.92
Hyundai,Tucson,2020,1600,87.1,Petrol,Automatic,Second,28326,10286.43
Audi,A4,2022,2100,108.7,Petrol,Automatic,First,9863,59392.31
Audi,A3,2016,2000,119.4,Petrol,Automatic,First,147136,21016.15
Mercedes,A-Class,2006,2800,135.0,Petrol,Automatic,Second,150541,12716.73
BMW,M3,2016,2000,123.6,Petrol,Manual,First,66135,30406.31
Hyundai,Tucson,2019,1700,103.3,Hybrid,Automatic,First,72870,11138.15
Mercedes,GLC,2009,2900,155.3,Petrol,Manual,First,93130,15961.94
Honda,CR-V,2010,1300,75.9,Petrol,Automatic,First,213112,3070.33
Chevrolet,Silverado,2014,1500,78.6,Petrol,Automatic,Second,92219,7110.28
Toyota,Camry,2006,1200,71.6,Hybrid,Manual,First,211290,3457.18
Toyota,Corolla,2013,1100,70.6,Electric,Automatic,Second,128200,6128.03
Hyundai,Tucson,2012,1000,62.9,Hybrid,Automatic,Second,155695,3418.85
Mercedes,GLE,2021,2000,116.5,Petrol,Automatic,First,36942,66991.52
Audi,A3,2022,1700,107.3,Petrol,Automatic,First,30595,51332.29
Ford,Focus,2012,1600,76.9,Petrol,Automatic,First,157958,6060.53
Hyundai,Kona,2005,800,60.0,Diesel,Automatic,First,184234,2914.08
Chevrolet,Malibu,2013,1600,98.2,Petrol,Manual,First,97650,6419.89
Nissan,Sentra,2021,900,60.0,Petrol,Manual,First,32647,12360.69
Toyota,RAV4,2008,1200,79.8,Hybrid,Automatic,First,133627,4475.13
Hyundai,Elantra,2018,800,60.0,Petrol,Manual,First,90612,7642.06
Honda,Pilot,2008,1000,60.0,Petrol,Automatic,First,170805,3683.57
Kia,Stinger,2017,1200,60.0,Diesel,Manual,First,103582,6689.82
BMW,X5,2022,2500,128.4,Diesel,Automatic,Second,18349,54010.28
Chevrolet,Malibu,2011,1300,70.0,Diesel,Manual,Second,132474,4220.32
Ford,Escape,2015,1500,89.2,Petrol,Automatic,Second,62298,9349.33
Mercedes,GLE,2017,2700,126.2,Petrol,Automatic,First,82088,41874.48
Toyota,Camry,2022,1500,62.9,Petrol,Manual,Second,12408,14925.03
BMW,X5,2008,2300,120.0,Diesel,Manual,Third,210013,8338.04
Honda,Pilot,2013,1400,77.6,Petrol,Automatic,First,173763,5348.66
BMW,3 Series,2012,2000,108.4,Petrol,Manual,First,161149,15540.67
Toyota,Corolla,2012,800,60.0,Petrol,Manual,Second,156247,4891.02
Ford,F-150,2012,800,60.0,Petrol,Manual,First,134932,5734.96
Mercedes,E-Class,2007,2500,133.9,Electric,Automatic,First,116750,19436.27
Audi,A6,2015,2400,125.6,Hybrid,Automatic,First,117737,22835.71
Hyundai,Sonata,2016,1100,64.7,Petrol,Automatic,Second,75139,5909.44
Mercedes,E-Class,2006,2400,119.7,Petrol,Manual,Second,258881,9791.41
Toyota,Corolla,2014,1700,89.4,Petrol,Automatic,Second,54418,7345.37
Ford,Mustang,2018,1100,60.0,Petrol,Manual,First,103450,11923.09
Chevrolet,Camaro,2006,800,60.0,Diesel,Manual,First,207249,3503.65
Ford,Focus,2008,1400,67.3,Petrol,Automatic,First,217664,3812.48
Hyundai,Santa Fe,2012,1400,67.5,Petrol,Automatic,First,101888,4629.83
Chevrolet,Malibu,2007,800,60.0,Electric,Automatic,Second,183775,3985.47
Hyundai,Kona,2013,800,60.0,Diesel,Automatic,Second,159712,3565.87
BMW,M3,2016,2200,125.3,Hybrid,Automatic,Second,80988,28959.82
Chevrolet,Traverse,2019,1700,83.7,Petrol,Automatic,First,63642,14159.61
Chevrolet,Camaro,2006,1000,63.8,Diesel,Automatic,First,132195,4957.68
BMW,X5,2005,2600,134.0,Diesel,Manual,First,234855,9398.65
Ford,Escape,2021,1100,60.0,Petrol,Automatic,First,36896,19664.3
Honda,CR-V,2014,1000,66.6,Hybrid,Automatic,Second,104041,6482.93
Mercedes,C-Class,2008,1900,111.8,Petrol,Manual,First,85822,17390.15
Ford,Focus,2008,1900,116.5,Petrol,Automatic,Second,199668,4203.22
Kia,Sportage,2019,900,60.0,Hybrid,Manual,Second,40486,8641.48
Chevrolet,Silverado,2021,1400,75.1,Hybrid,Automatic,Second,29468,19168.01
Toyota,Corolla,2013,1400,89.2,Diesel,Manual,First,138947,5903.63
Hyundai,Tucson,2009,800,60.0,Electric,Automatic,First,166038,3600.1
Toyota,Corolla,2015,1300,78.4,Electric,Automatic,Second,127996,8336.72
Chevrolet,Equinox,2005,800,60.0,Petrol,Automatic,First,146175,4158.46
Audi,Q5,2019,2400,131.9,Electric,Manual,First,80997,41274.43
Hyundai,Santa Fe,2018,1400,82.3,Petrol,Automatic,Second,87346,7536.27
Hyundai,Sonata,2015,1200,65.8,Hybrid,Automatic,Second,60754,6369.11
Chevrolet,Traverse,2006,1900,108.7,Hybrid,Automatic,First,199508,4313.14
Ford,Focus,2017,2000,105.1,Petrol,Manual,Third,76743,9021.74
Hyundai,Santa Fe,2011,1600,87.6,Petrol,Manual,First,66737,3838.99
Ford,Escape,2018,1400,61.5,Petrol,Automatic,Second,54234,12260.41
Toyota,Camry,2013,1600,92.7,Petrol,Automatic,Second,64954,6700.61
Kia,Soul,2014,800,60.0,Electric,Automatic,First,101658,6088.88
Kia,Optima,2022,1000,60.0,Petrol,Automatic,Second,13182,11400.15
Toyota,Highlander,2008,1400,75.3,Petrol,Automatic,First,153753,3695.33
Honda,Civic,2013,1000,60.0,Petrol,Manual,Second,112577,4645.89
Nissan,Murano,2012,1200,60.0,Diesel,Automatic,Third,128886,3419.21
Toyota,Camry,2018,800,60.0,Petrol,Automatic,Second,59443,10379.93
Hyundai,Santa Fe,2010,800,60.0,Petrol,Automatic,Second,113365,3148.44
Ford,Focus,2013,1400,75.1,Petrol,Automatic,Second,168218,5644.98
Ford,Escape,2014,1500,74.6,Petrol,Automatic,Third,75181,7119.3
Chevrolet,Malibu,2019,1300,73.0,Diesel,Automatic,First,82637,13852.19
Honda,HR-V,2019,1000,60.0,Petrol,Automatic,Second,50539,10627.28
Ford,Explorer,2017,2000,98.3,Hybrid,Manual,Second,84670,11252.46
Ford,Focus,2019,1200,65.6,Petrol,Manual,Third,25662,11919.57
Hyundai,Elantra,2015,1200,79.2,Diesel,Manual,First,109083,5755.95
Ford,Focus,2009,1700,90.9,Hybrid,Manual,First,116584,5377.63
Honda,Civic,2011,900,60.0,Petrol,Automatic,Second,96281,4368.02
BMW,5 Series,2005,2100,113.0,Petrol,Automatic,Second,245225,9088.93
Kia,Sportage,2010,1100,60.0,Diesel,Automatic,First,194196,3054.68
Hyundai,Elantra,2013,1200,64.6,Petrol,Manual,First,97714,4420.27
Audi,A3,2007,2000,117.0,Petrol,Automatic,First,129263,10873.36
Toyota,Corolla,2018,1200,60.9,Electric,Manual,First,68193,12308.08
Audi,Q5,2014,1700,97.5,Hybrid,Automatic,Third,98100,17063.8
Audi,A6,2020,2000,103.2,Petrol,Automatic,First,50670,43433.6
BMW,5 Series,2022,2100,126.1,Diesel,Manual,First,20884,60456.44
BMW,X5,2008,2400,124.7,Diesel,Automatic,Third,107810,11110.74
Nissan,Pathfinder,2011,1200,60.0,Diesel,Manual,First,185785,3507.05
BMW,X3,2014,1900,106.3,Petrol,Automatic,First,100584,21210.03
Hyundai,Tucson,2012,800,60.0,Petrol,Automatic,Second,137418,3463.57
Toyota,Corolla,2006,1000,60.0,Electric,Automatic,First,168783,4528.73
Mercedes,GLE,2010,2500,133.2,Diesel,Automatic,Second,138285,16266.23
BMW,5 Series,2014,2400,121.8,Electric,Manual,First,66661,26778.49
Ford,Explorer,2012,1100,60.0,Petrol,Automatic,First,109969,7415.53
Chevrolet,Silverado,2008,1900,98.6,Petrol,Manual,First,171215,4015.89
Ford,Mustang,2010,1400,67.9,Hybrid,Automatic,Second,194912,4799.91
Chevrolet,Malibu,2015,1400,66.9,Petrol,Automatic,Second,86180,8156.69
Mercedes,C-Class,2006,1900,109.2,Petrol,Manual,First,291235,11056.01
Chevrolet,Camaro,2022,1700,95.1,Hybrid,Manual,Second,40349,18373.88
Honda,Accord,2011,1000,60.0,Petrol,Automatic,First,159393,4370.11
Chevrolet,Traverse,2010,1500,101.1,Diesel,Automatic,First,185763,4045.56
BMW,3 Series,2020,2900,142.5,Petrol,Automatic,Second,31859,41883.57
Ford,Explorer,2010,1300,80.0,Petrol,Automatic,First,150262,4684.78
BMW,3 Series,2009,2500,150.5,Petrol,Manual,Second,150574,9485.51
Honda,CR-V,2020,1100,60.0,Diesel,Manual,Second,36749,12219.8
Mercedes,C-Class,2014,2100,115.8,Hybrid,Manual,Second,87104,24469.73
BMW,X5,2005,2600,149.7,Petrol,Automatic,Second,242779,8644.52
Kia,Optima,2011,1300,74.1,Hybrid,Automatic,First,162276,3562.92
Mercedes,A-Class,2016,2400,108.6,Petrol,Automatic,First,61199,38863.3
Toyota,Prius,2014,1600,82.9,Electric,Automatic,First,132910,8467.55
Toyota,Corolla,2016,1500,93.3,Petrol,Automatic,Second,120674,6842.47
BMW,5 Series,2017,2500,127.9,Petrol,Automatic,First,66584,34575.07
Nissan,Rogue,2022,1400,81.0,Hybrid,Automatic,Second,28587,16590.93
Nissan,Altima,2014,1200,71.2,Petrol,Manual,Second,60367,5533.29
Honda,Pilot,2005,1300,77.5,Petrol,Manual,Second,231999,2418.75
Audi,Q5,2015,2000,106.7,Diesel,Automatic,Second,99698,20236.32
Honda,Civic,2005,1500,88.8,Hybrid,Manual,Second,162141,3317.7
Hyundai,Tucson,2006,800,60.0,Diesel,Manual,First,213005,2405.83
Audi,A4,2007,1900,111.9,Petrol,Automatic,Second,164739,9363.19
Ford,Escape,2010,1600,79.2,Petrol,Automatic,Second,238665,3590.31
Hyundai,Santa Fe,2012,1100,60.0,Diesel,Manual,First,192968,3237.09
Hyundai,Kona,2017,1400,86.6,Electric,Automatic,First,45470,10042.72
BMW,X5,2014,2400,132.6,Petrol,Automatic,First,113850,23137.82
Mercedes,E-Class,2022,3000,169.0,Petrol,Automatic,First,32805,68167.24
Kia,Sorento,2018,1100,66.4,Petrol,Automatic,First,69517,8121.93
Honda,HR-V,2007,1500,82.7,Petrol,Automatic,First,223596,3085.92
Chevrolet,Malibu,2020,1100,60.0,Petrol,Automatic,Second,61068,14014.74
Hyundai,Tucson,2022,1300,64.8,Diesel,Automatic,First,41953,14182.08
Hyundai,Tucson,2014,1100,65.4,Petrol,Manual,First,200045,3780.19
Toyota,Highlander,2008,1500,84.3,Electric,Automatic,First,166686,4868.53
BMW,M3,2022,2300,109.1,Petrol,Automatic,First,28146,60719.34
BMW,3 Series,2018,2500,144.6,Petrol,Automatic,Second,84599,30749.95
Hyundai,Tucson,2010,1500,94.5,Petrol,Manual,Third,100884,2313.48
Toyota,Camry,2013,1200,60.0,Diesel,Automatic,First,104029,6672.09
Hyundai,Tucson,2005,1200,68.6,Petrol,Automatic,Second,187517,2218.31
Ford,Escape,2022,1200,66.1,Petrol,Manual,Second,13407,18000.06
Chevrolet,Traverse,2011,1100,72.5,Electric,Automatic,First,111557,7039.65
Honda,Accord,2014,1200,77.1,Hybrid,Manual,First,99482,6836.74
BMW,3 Series,2016,2400,126.9,Petrol,Automatic,Second,89256,25716.03
Audi,Q7,2006,2500,132.3,Diesel,Automatic,Second,155450,10355.82
BMW,5 Series,2016,2000,96.2,Diesel,Automatic,Second,89725,26868.38
Toyota,Highlander,2008,800,60.0,Hybrid,Manual,Second,167474,3263.39
Toyota,Highlander,2008,1700,81.0,Diesel,Automatic,First,163469,4094.38
Hyundai,Elantra,2011,800,60.0,Petrol,Manual,Second,111079,2736.33
Toyota,Camry,2005,800,60.0,Petrol,Manual,Second,226922,2740.43
Mercedes,GLE,2008,2400,127.9,Diesel,Automatic,First,277814,13387.56
Toyota,RAV4,2010,1500,98.1,Petrol,Automatic,First,191234,3881.91
Kia,Optima,2015,800,60.0,Diesel,Manual,Second,89135,4622.01
Ford,Explorer,2021,1000,60.0,Petrol,Automatic,First,31633,19701.6
Honda,Accord,2011,1400,72.6,Petrol,Automatic,First,166215,4343.74
Audi,A3,2011,2700,123.6,Petrol,Automatic,First,168102,11899.82
Honda,Civic,2020,1200,60.0,Petrol,Manual,First,57349,12397.86
Audi,A6,2020,2100,97.6,Diesel,Automatic,Second,45233,38295.18
Kia,Soul,2008,1500,85.4,Petrol,Automatic,Second,219397,1984.88
Chevrolet,Camaro,2007,1200,77.2,Petrol,Automatic,Second,218458,3112.3
Honda,Pilot,2006,1200,76.9,Petrol,Automatic,First,303794,3165.8
Toyota,Highlander,2008,1100,60.0,Petrol,Manual,Second,132683,3414.89
Chevrolet,Camaro,2008,1600,118.7,Diesel,Automatic,First,179691,4195.95
Toyota,RAV4,2018,800,60.0,Petrol,Automatic,Third,36872,9335.85
Chevrolet,Camaro,2011,1300,83.1,Electric,Automatic,Second,157092,5336.8
Honda,Civic,2012,1000,60.0,Hybrid,Manual,First,121737,5052.93
Hyundai,Sonata,2020,900,60.5,Petrol,Automatic,First,57761,10443.41
Toyota,Camry,2009,1300,73.1,Petrol,Automatic,Third,137311,3034.09
Mercedes,GLC,2010,2900,146.0,Petrol,Automatic,Second,123308,15274.69
Ford,Escape,2019,1100,63.7,Petrol,Manual,First,37711,16073.06
Nissan,Rogue,2008,800,60.0,Petrol,Automatic,Second,155261,2738.7
Hyundai,Sonata,2020,1200,63.8,Petrol,Manual,First,48757,10478.25
Honda,Pilot,2009,900,60.0,Petrol,Manual,First,98196,3729.35
Audi,Q5,2016,2500,120.5,Diesel,Automatic,Third,39724,22194.34
Mercedes,E-Class,2012,2100,124.0,Diesel,Automatic,Second,120173,20145.19
Mercedes,E-Class,2016,1900,88.4,Hybrid,Automatic,First,114508,35465.88
Chevrolet,Equinox,2016,1300,69.3,Electric,Automatic,Second,71060,11202.39
Nissan,Rogue,2014,1200,62.2,Petrol,Manual,First,156428,5277.48
Mercedes,C-Class,2010,2400,126.5,Petrol,Automatic,Second,185755,13671.77
Chevrolet,Equinox,2008,1400,92.4,Petrol,Automatic,First,164524,3977.81
Honda,CR-V,2014,1400,80.5,Hybrid,Automatic,First,131379,6653.57
Toyota,Highlander,2022,800,60.0,Hybrid,Automatic,First,28086,20658.98
Ford,Mustang,2006,1500,93.4,Petrol,Manual,Second,242339,2941.74
Hyundai,Tucson,2008,900,60.0,Petrol,Automatic,Third,69242,2634.11
Honda,Accord,2005,1300,75.8,Hybrid,Automatic,Second,222107,2987.85
Hyundai,Santa Fe,2007,900,60.0,Petrol,Automatic,Second,214866,1977.24
Mercedes,C-Class,2018,2100,113.9,Petrol,Manual,First,72196,41999.42
Ford,F-150,2006,1700,82.9,Petrol,Manual,First,287290,3385.56
Toyota,Camry,2009,1400,98.2,Petrol,Manual,Second,173049,3378.85
Kia,Stinger,2008,1300,80.4,Petrol,Manual,Second,127509,2260.23
Mercedes,GLE,2005,2700,153.5,Diesel,Manual,First,199289,13815.13
Audi,A6,2007,1900,106.8,Diesel,Automatic,Second,170831,9823.45
Mercedes,GLC,2017,2200,128.8,Petrol,Manual,Second,57630,29861.09
Chevrolet,Traverse,2016,1100,64.0,Diesel,Manual,First,80510,9249.28
Ford,Escape,2015,1700,96.8,Petrol,Manual,Second,83594,8698.77
Toyota,Corolla,2005,1400,74.2,Petrol,Automatic,Third,134092,2978.76
Ford,Escape,2019,1300,82.4,Diesel,Automatic,Second,65482,14928.57
Ford,Mustang,2010,1100,60.0,Hybrid,Automatic,First,223924,5026.51
Hyundai,Elantra,2012,1000,60.0,Diesel,Manual,Second,122699,3405.8
Audi,Q5,2015,2100,116.1,Petrol,Automatic,Third,83931,16315.29
Hyundai,Elantra,2008,1000,60.0,Diesel,Automatic,First,216309,2557.36
Mercedes,GLE,2019,2300,112.6,Electric,Manual,Second,62118,41807.39
Chevrolet,Camaro,2006,1400,87.6,Petrol,Manual,Second,185857,3137.68
Chevrolet,Malibu,2022,1100,60.4,Electric,Manual,First,21222,22333.0
Ford,Explorer,2019,800,60.0,Petrol,Manual,First,56279,14588.45
Hyundai,Tucson,2018,1500,76.6,Electric,Automatic,First,98278,8753.08
Honda,HR-V,2006,1200,82.4,Electric,Automatic,First,274260,3544.28
Honda,HR-V,2005,1400,84.8,Petrol,Automatic,First,166030,3193.7
Ford,Mustang,2019,1400,69.7,Diesel,Automatic,First,41884,17650.24
Nissan,Sentra,2021,1000,64.3,Hybrid,Manual,First,59549,15463.71
BMW,3 Series,2019,1900,121.4,Hybrid,Manual,First,77580,40816.19
Toyota,Corolla,2008,1600,90.7,Petrol,Manual,First,220041,3256.61
Kia,Sorento,2022,1700,93.0,Diesel,Manual,First,21238,13564.02
Toyota,Highlander,2021,1100,62.0,Diesel,Automatic,First,23760,19086.85
Kia,Sorento,2010,800,63.6,Hybrid,Manual,First,181858,3059.24
Ford,F-150,2018,1400,75.8,Petrol,Automatic,Third,63450,10629.12
Hyundai,Elantra,2015,1000,60.0,Petrol,Manual,Second,122285,4710.32
Audi,Q5,2015,2100,121.6,Petrol,Automatic,First,108003,21332.19
Kia,Sorento,2012,1100,60.0,Electric,Automatic,First,89548,4880.73
Honda,Pilot,2022,900,60.0,Petrol,Automatic,First,23440,18231.71
Honda,HR-V,2010,1200,60.0,Diesel,Automatic,First,147800,4101.95
Chevrolet,Silverado,2008,1400,77.1,Petrol,Automatic,Third,128465,3352.58
Toyota,Camry,2011,1200,60.0,Petrol,Manual,Second,116816,4292.92
Chevrolet,Malibu,2012,1300,62.0,Petrol,Manual,Second,149626,4463.79
Mercedes,C-Class,2017,2500,124.8,Petrol,Automatic,First,54948,43199.62
Ford,Mustang,2007,1500,87.4,Hybrid,Automatic,First,218726,4747.05
Kia,Optima,2017,800,60.0,Hybrid,Automatic,Second,64309,7389.88
Mercedes,A-Class,2011,2700,148.2,Hybrid,Automatic,First,166296,18830.26
Chevrolet,Traverse,2022,1200,93.4,Petrol,Automatic,Second,13019,19515.29
Toyota,Highlander,2022,1000,60.0,Electric,Manual,Third,16918,17229.76
Chevrolet,Traverse,2011,1600,81.5,Diesel,Manual,Third,127966,3630.93
BMW,M3,2021,2400,132.5,Petrol,Automatic,First,32247,55431.62
Ford,Mustang,2009,1900,76.3,Hybrid,Automatic,First,144380,5017.85
Mercedes,GLC,2018,3100,169.7,Diesel,Manual,First,85261,44890.87
Toyota,Camry,2020,1300,61.0,Diesel,Manual,First,52669,15008.67
Ford,F-150,2017,1200,60.0,Petrol,Automatic,Second,104412,10957.38
BMW,M3,2013,2200,110.6,Petrol,Automatic,Second,122101,16275.95
Toyota,Prius,2009,1500,80.9,Electric,Manual,Second,121607,3765.62
Ford,Mustang,2014,1200,60.0,Petrol,Manual,Second,97032,6630.28
Chevrolet,Camaro,2006,1400,65.7,Petrol,Automatic,Third,164224,2889.29
BMW,X5,2008,2300,129.3,Petrol,Automatic,First,137111,12876.24
Nissan,Sentra,2020,1200,72.0,Diesel,Manual,First,45002,12284.45
Honda,CR-V,2018,1300,77.2,Petrol,Automatic,Second,53656,10059.52
Toyota,Corolla,2006,1200,71.0,Petrol,Automatic,Second,241309,2825.97
BMW,3 Series,2014,1800,95.5,Petrol,Automatic,First,146509,20643.32
Kia,Soul,2007,1400,82.5,Petrol,Manual,First,278158,2076.89
BMW,X3,2010,1900,133.0,Petrol,Manual,Second,148812,10473.62
Honda,Pilot,2017,1200,68.8,Petrol,Automatic,First,85974,9389.74
Ford,Explorer,2012,2000,105.6,Hybrid,Automatic,Second,86189,6952.63
BMW,X3,2014,2600,122.7,Hybrid,Automatic,First,124072,26274.42
Ford,Escape,2007,1600,84.7,Petrol,Automatic,First,172990,4467.74
Audi,A3,2018,1800,115.1,Hybrid,Manual,First,89129,33851.7
BMW,3 Series,2018,2200,138.9,Hybrid,Automatic,Second,44584,35478.89
Honda,CR-V,2013,1800,94.2,Hybrid,Manual,First,176523,5347.68
Hyundai,Tucson,2007,900,61.2,Petrol,Manual,First,179300,2645.38
Honda,HR-V,2013,1200,73.6,Petrol,Automatic,First,148974,5975.4
Chevrolet,Malibu,2008,1500,82.1,Diesel,Automatic,First,142260,4197.81
Hyundai,Santa Fe,2021,900,60.0,Petrol,Manual,First,55046,10690.25
